event_id,product_id,product_name,satellite,acquisition_date,instrument_mode,polarization,orbit_direction,relative_orbit,processing_level,pre_or_post,aoi_coverage,temporal_distance_days,source,candidate_status,valid_pixel_percentage
TN_BUREVI_2020,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20201208T130630_20201208T130704_035595_0429BC_E153,S1A_IW_GRDH_1SDV_20201208T130630_20201208T130704_035595_0429BC_E153,Sentinel-1A,2020-12-08,IW,"VV,VH",ASCENDING,173,GRD,POST,1.0,5,GEE,active,0.35
TN_BUREVI_2020,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20201215T003255_20201215T003320_035689_042CFB_C716,S1A_IW_GRDH_1SDV_20201215T003255_20201215T003320_035689_042CFB_C716,Sentinel-1A,2020-12-15,IW,"VV,VH",DESCENDING,92,GRD,POST,1.0,12,GEE,active,26.15
TN_BUREVI_2020,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20201215T003320_20201215T003343_035689_042CFB_8D69,S1A_IW_GRDH_1SDV_20201215T003320_20201215T003343_035689_042CFB_8D69,Sentinel-1A,2020-12-15,IW,"VV,VH",DESCENDING,92,GRD,POST,1.0,12,GEE,active,73.79
TN_BUREVI_2020,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201209T003225_20201209T003250_024618_02ED66_ECB6,S1B_IW_GRDH_1SDV_20201209T003225_20201209T003250_024618_02ED66_ECB6,Sentinel-1B,2020-12-09,IW,"VV,VH",DESCENDING,92,GRD,POST,1.0,6,GEE,active,100.0
TN_BUREVI_2020,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201209T125726_20201209T125751_024626_02EDAA_692A,S1B_IW_GRDH_1SDV_20201209T125726_20201209T125751_024626_02EDAA_692A,Sentinel-1B,2020-12-09,IW,"VV,VH",ASCENDING,100,GRD,POST,1.0,6,GEE,active,100.0
TN_BUREVI_2020,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201214T130530_20201214T130559_024699_02EFFF_E7BF,S1B_IW_GRDH_1SDV_20201214T130530_20201214T130559_024699_02EFFF_E7BF,Sentinel-1B,2020-12-14,IW,"VV,VH",ASCENDING,173,GRD,POST,1.0,11,GEE,active,13.1
TN_NADA_2016,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20161013T003201_20161013T003226_013464_015852_084A,S1A_IW_GRDH_1SDV_20161013T003201_20161013T003226_013464_015852_084A,Sentinel-1A,2016-10-13,IW,"VV,VH",DESCENDING,92,GRD,PRE,1.0,50,GEE,active,100.0
TN_NADA_2016,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20161025T003201_20161025T003226_013639_015DC4_B75B,S1A_IW_GRDH_1SDV_20161025T003201_20161025T003226_013639_015DC4_B75B,Sentinel-1A,2016-10-25,IW,"VV,VH",DESCENDING,92,GRD,PRE,1.0,38,GEE,active,100.0
TN_NADA_2016,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20161106T003201_20161106T003226_013814_016338_B9AC,S1A_IW_GRDH_1SDV_20161106T003201_20161106T003226_013814_016338_B9AC,Sentinel-1A,2016-11-06,IW,"VV,VH",DESCENDING,92,GRD,PRE,1.0,26,GEE,active,100.0
TN_NADA_2016,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20161118T003200_20161118T003225_013989_0168A8_257A,S1A_IW_GRDH_1SDV_20161118T003200_20161118T003225_013989_0168A8_257A,Sentinel-1A,2016-11-18,IW,"VV,VH",DESCENDING,92,GRD,PRE,1.0,14,GEE,active,100.0
TN_NADA_2016,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20161212T003200_20161212T003225_014339_0173A0_B2A0,S1A_IW_GRDH_1SDV_20161212T003200_20161212T003225_014339_0173A0_B2A0,Sentinel-1A,2016-12-12,IW,"VV,VH",DESCENDING,92,GRD,POST,1.0,10,GEE,active,100.0
TN_NADA_2016,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20161224T003159_20161224T003224_014514_017911_1F13,S1A_IW_GRDH_1SDV_20161224T003159_20161224T003224_014514_017911_1F13,Sentinel-1A,2016-12-24,IW,"VV,VH",DESCENDING,92,GRD,POST,1.0,22,GEE,active,100.0
TN_NADA_2016,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20161218T003051_20161218T003125_003443_005E20_4C67,S1B_IW_GRDH_1SDV_20161218T003051_20161218T003125_003443_005E20_4C67,Sentinel-1B,2016-12-18,IW,"VV,VH",DESCENDING,92,GRD,POST,1.0,16,GEE,active,72.77
