event_id,event_name,district,disaster_type,sensor,pre_or_post,product_id,acquisition_date,source,source_url,file_path,file_size_mb,sha256,crs,resolution,width,height,bounds,cloud_percentage,valid_pixel_percentage,aoi_coverage,quality_tier,qc_status
TN_CHENNAI_FLOOD_2021,Chennai Floods 2021,Chennai,floods,Sentinel-2,PRE,COPERNICUS/S2_SR_HARMONIZED/20211027T045911_20211027T050927_T44PMV,20211027,GEE,https://earthengine.googleapis.com,data/tamil_nadu/raw/TN_CHENNAI_FLOOD_2021/sentinel2/TN_CHENNAI_FLOOD_2021_S2_PRE.tif,14.59,7263196a3bbdd4a2e11603b39ab5fd417a84872ca947934894f1d578c8c83d50,EPSG:32644,10.0,1632,1665,"BoundingBox(left=412780.0, bottom=1438070.0, right=429100.0, top=1454720.0)",12.7,100.0,1.0,S2_TIER_2 = GOOD,PASS
TN_CHENNAI_FLOOD_2021,Chennai Floods 2021,Chennai,floods,Sentinel-2,POST,COPERNICUS/S2_SR_HARMONIZED/20211206T050201_20211206T050201_T44PMV,20211206,GEE,https://earthengine.googleapis.com,data/tamil_nadu/raw/TN_CHENNAI_FLOOD_2021/sentinel2/TN_CHENNAI_FLOOD_2021_S2_POST.tif,14.53,1744dbfe753546cddef9f75bb7d3f1fee5e34e7c00222205ac0d1ae2b65820d8,EPSG:32644,10.0,1632,1665,"BoundingBox(left=412780.0, bottom=1438070.0, right=429100.0, top=1454720.0)",11.47,100.0,1.0,S2_TIER_2 = GOOD,PASS
TN_CHENNAI_FLOOD_2021,Chennai Floods 2021,Chennai,floods,Sentinel-1,PRE,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20211023T003148_20211023T003213_040239_04C461_42A6,1SDV,GEE,https://earthengine.googleapis.com,data/tamil_nadu/processed/TN_CHENNAI_FLOOD_2021/sentinel1/TN_CHENNAI_FLOOD_2021_S1_PRE.tif,20.74,b7467bff06f8193277da9a62a21e4362e3ee2a5b42fde4fcca8b03e1347105c6,EPSG:32644,10.0,1632,1665,"BoundingBox(left=412780.0, bottom=1438070.0, right=429100.0, top=1454720.0)",N/A,13.67,1.0,S1_TIER_2 = GOOD,PASS
TN_CHENNAI_FLOOD_2021,Chennai Floods 2021,Chennai,floods,Sentinel-1,POST,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20211116T003147_20211116T003212_040589_04D094_DB41,1SDV,GEE,https://earthengine.googleapis.com,data/tamil_nadu/processed/TN_CHENNAI_FLOOD_2021/sentinel1/TN_CHENNAI_FLOOD_2021_S1_POST.tif,20.74,27ef366250e34e77d2ebb06050aa61ef9532df69a1d1d33a73cf8521f9cb3bcc,EPSG:32644,10.0,1632,1665,"BoundingBox(left=412780.0, bottom=1438070.0, right=429100.0, top=1454720.0)",N/A,13.58,1.0,S1_TIER_2 = GOOD,PASS
TN_CHENNAI_FLOOD_2021,Chennai Floods 2021,Chennai,floods,Sentinel-2,PRE,COPERNICUS/S2_SR_HARMONIZED/20211027T045911_20211027T050927_T44PMV,20211027,GEE,https://earthengine.googleapis.com,data/tamil_nadu/processed/TN_CHENNAI_FLOOD_2021/sentinel2/TN_CHENNAI_FLOOD_2021_S2_PRE.tif,20.74,c6f833dd295103ca1a8b1c8ff590ae79fe5403c8d2bc482e6c038bcb9ee0321a,EPSG:32644,10.0,1632,1665,"BoundingBox(left=412780.0, bottom=1438070.0, right=429100.0, top=1454720.0)",12.7,100.0,1.0,S2_TIER_2 = GOOD,PASS
TN_CHENNAI_FLOOD_2021,Chennai Floods 2021,Chennai,floods,Sentinel-2,POST,COPERNICUS/S2_SR_HARMONIZED/20211206T050201_20211206T050201_T44PMV,20211206,GEE,https://earthengine.googleapis.com,data/tamil_nadu/processed/TN_CHENNAI_FLOOD_2021/sentinel2/TN_CHENNAI_FLOOD_2021_S2_POST.tif,20.74,7fb4147e439d115b08139364a3be2e73a7350d8e72b30c0bbc7fbab6170616c6,EPSG:32644,10.0,1632,1665,"BoundingBox(left=412780.0, bottom=1438070.0, right=429100.0, top=1454720.0)",11.47,100.0,1.0,S2_TIER_2 = GOOD,PASS
TN_BUREVI_2020,Cyclone Burevi 2020,Thoothukudi,cyclones,Sentinel-1,PRE,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20201121T003256_20201121T003321_035339_0420EC_79D9,1SDV,GEE,https://earthengine.googleapis.com,data/tamil_nadu/raw/TN_BUREVI_2020/sentinel1/TN_BUREVI_2020_S1_PRE.tif,4.86,5df3eb75fefcff376ceed429e1dc45e9dadbb28264585f171981fd795b71d85d,EPSG:32644,10.0,1665,1674,"BoundingBox(left=177030.0, bottom=966680.0, right=193680.0, top=983420.0)",N/A,26.28,1.0,S1_TIER_1 = EXCELLENT,PASS
TN_BUREVI_2020,Cyclone Burevi 2020,Thoothukudi,cyclones,Sentinel-1,POST,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201209T003225_20201209T003250_024618_02ED66_ECB6,1SDV,GEE,https://earthengine.googleapis.com,data/tamil_nadu/raw/TN_BUREVI_2020/sentinel1/TN_BUREVI_2020_S1_POST.tif,18.56,5b90a5b8b8d75d0cb177dd58da785ca1f00359383d2b0a36d58e186b9755f79a,EPSG:32644,10.0,1665,1674,"BoundingBox(left=177030.0, bottom=966680.0, right=193680.0, top=983420.0)",N/A,100.0,1.0,S1_TIER_1 = EXCELLENT,PASS
TN_BUREVI_2020,Cyclone Burevi 2020,Thoothukudi,cyclones,Sentinel-2,PRE,COPERNICUS/S2_SR_HARMONIZED/20201109T051029_20201109T052134_T43PHK,20201109,GEE,https://earthengine.googleapis.com,data/tamil_nadu/raw/TN_BUREVI_2020/sentinel2/TN_BUREVI_2020_S2_PRE.tif,16.06,504a6657f5bf89357e415d69703b196cac5995b2fadc36f684f3b6c90581daeb,EPSG:32644,10.0,1665,1674,"BoundingBox(left=177030.0, bottom=966680.0, right=193680.0, top=983420.0)",1.09,99.97,1.0,S2_TIER_3 = SUPPORTING,PASS
TN_BUREVI_2020,Cyclone Burevi 2020,Thoothukudi,cyclones,Sentinel-2,POST,COPERNICUS/S2_SR_HARMONIZED/20201209T051209_20201209T051421_T43PHK,20201209,GEE,https://earthengine.googleapis.com,data/tamil_nadu/raw/TN_BUREVI_2020/sentinel2/TN_BUREVI_2020_S2_POST.tif,16.52,da0cc897ab5b1681769d84f8336a39d7b470ab119af638e465d56ca9d4c18360,EPSG:32644,10.0,1665,1674,"BoundingBox(left=177030.0, bottom=966680.0, right=193680.0, top=983420.0)",17.37,100.0,1.0,S2_TIER_3 = SUPPORTING,PASS
TN_BUREVI_2020,Cyclone Burevi 2020,Thoothukudi,cyclones,Sentinel-1,PRE,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20201121T003256_20201121T003321_035339_0420EC_79D9,1SDV,GEE,https://earthengine.googleapis.com,data/tamil_nadu/processed/TN_BUREVI_2020/sentinel1/TN_BUREVI_2020_S1_PRE.tif,21.27,477f724e69c624f2bf4dd8b14c2bf896614026d114b84e3b30d206b5bdb35284,EPSG:32644,10.0,1665,1674,"BoundingBox(left=177030.0, bottom=966680.0, right=193680.0, top=983420.0)",N/A,26.28,1.0,S1_TIER_1 = EXCELLENT,PASS
TN_BUREVI_2020,Cyclone Burevi 2020,Thoothukudi,cyclones,Sentinel-1,POST,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201209T003225_20201209T003250_024618_02ED66_ECB6,1SDV,GEE,https://earthengine.googleapis.com,data/tamil_nadu/processed/TN_BUREVI_2020/sentinel1/TN_BUREVI_2020_S1_POST.tif,21.27,56d1e60bb9dce9c3419818cdcbcb2cebb9d36658aaa0f007db02f51a55765c36,EPSG:32644,10.0,1665,1674,"BoundingBox(left=177030.0, bottom=966680.0, right=193680.0, top=983420.0)",N/A,100.0,1.0,S1_TIER_1 = EXCELLENT,PASS
TN_BUREVI_2020,Cyclone Burevi 2020,Thoothukudi,cyclones,Sentinel-2,PRE,COPERNICUS/S2_SR_HARMONIZED/20201109T051029_20201109T052134_T43PHK,20201109,GEE,https://earthengine.googleapis.com,data/tamil_nadu/processed/TN_BUREVI_2020/sentinel2/TN_BUREVI_2020_S2_PRE.tif,21.27,5d9e5a645dcb57370d7dfe29c1e1c6ed8ddc110124f7a6a10bd59d8a2e18f0b8,EPSG:32644,10.0,1665,1674,"BoundingBox(left=177030.0, bottom=966680.0, right=193680.0, top=983420.0)",1.09,99.97,1.0,S2_TIER_3 = SUPPORTING,PASS
TN_BUREVI_2020,Cyclone Burevi 2020,Thoothukudi,cyclones,Sentinel-2,POST,COPERNICUS/S2_SR_HARMONIZED/20201209T051209_20201209T051421_T43PHK,20201209,GEE,https://earthengine.googleapis.com,data/tamil_nadu/processed/TN_BUREVI_2020/sentinel2/TN_BUREVI_2020_S2_POST.tif,21.27,ed9177de2bf81271884d8d1c90c61cead034c65df94897d1ab04cf2b6d8d331f,EPSG:32644,10.0,1665,1674,"BoundingBox(left=177030.0, bottom=966680.0, right=193680.0, top=983420.0)",17.37,100.0,1.0,S2_TIER_3 = SUPPORTING,PASS
TN_NADA_2016,Cyclone Nada 2016,Cuddalore,cyclones,Sentinel-1,PRE,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20161118T003200_20161118T003225_013989_0168A8_257A,1SDV,GEE,https://earthengine.googleapis.com,data/tamil_nadu/raw/TN_NADA_2016/sentinel1/TN_NADA_2016_S1_PRE.tif,18.19,e4eb3fdae06fbf2a2cf34f6b0246b5e3590698e457f657e917a6f3a5578ce30c,EPSG:32644,10.0,1643,1667,"BoundingBox(left=357910.0, bottom=1290650.0, right=374340.0, top=1307320.0)",N/A,100.0,1.0,S1_TIER_1 = EXCELLENT,PASS
TN_NADA_2016,Cyclone Nada 2016,Cuddalore,cyclones,Sentinel-1,POST,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20161212T003200_20161212T003225_014339_0173A0_B2A0,1SDV,GEE,https://earthengine.googleapis.com,data/tamil_nadu/raw/TN_NADA_2016/sentinel1/TN_NADA_2016_S1_POST.tif,18.2,70f7c1f681f2ad8ae5d266aa472b412d12b3830724f174ce29b44a8e9adeb3b9,EPSG:32644,10.0,1643,1667,"BoundingBox(left=357910.0, bottom=1290650.0, right=374340.0, top=1307320.0)",N/A,100.0,1.0,S1_TIER_1 = EXCELLENT,PASS
TN_NADA_2016,Cyclone Nada 2016,Cuddalore,cyclones,Sentinel-1,PRE,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20161118T003200_20161118T003225_013989_0168A8_257A,1SDV,GEE,https://earthengine.googleapis.com,data/tamil_nadu/processed/TN_NADA_2016/sentinel1/TN_NADA_2016_S1_PRE.tif,20.91,49f8f79c98b2874e5a8a8e6323b14efc5c0f673d93bbf01293830039363f0375,EPSG:32644,10.0,1643,1667,"BoundingBox(left=357910.0, bottom=1290650.0, right=374340.0, top=1307320.0)",N/A,100.0,1.0,S1_TIER_1 = EXCELLENT,PASS
TN_NADA_2016,Cyclone Nada 2016,Cuddalore,cyclones,Sentinel-1,POST,COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20161212T003200_20161212T003225_014339_0173A0_B2A0,1SDV,GEE,https://earthengine.googleapis.com,data/tamil_nadu/processed/TN_NADA_2016/sentinel1/TN_NADA_2016_S1_POST.tif,20.91,7f4169abab508dc6aeefab1c56edbc46ba234f6fd3d7114133e37c690a9b6f51,EPSG:32644,10.0,1643,1667,"BoundingBox(left=357910.0, bottom=1290650.0, right=374340.0, top=1307320.0)",N/A,100.0,1.0,S1_TIER_1 = EXCELLENT,PASS
