building_id,event_id,sample_type,qc_status,errors
TN_GAJA_2018_008577,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_012107,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_019856,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_036111,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_037725,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_048513,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_055398,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_065054,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_003845,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_003848,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_008576,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_013568,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_023543,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_037692,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_037714,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_049298,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_056051,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_066026,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_005635,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_005657,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_009850,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_014524,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_028484,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_042653,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_042682,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_052776,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_061039,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_069008,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_069642,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_016679,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_000004,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_000019,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_006255,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_010209,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_016695,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_033173,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_033353,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_046664,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_054452,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_063631,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_000047,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_006250,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_006285,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_010270,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_016696,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_033174,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_046646,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_046653,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_054449,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_063627,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_001091,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_001115,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_006769,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_011211,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_017095,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_034719,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_034827,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_047536,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_054768,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_064271,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_001101,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_001159,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_006772,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_GAJA_2018_011225,TN_GAJA_2018,SAR_ONLY,PASS,none
TN_NIVAR_2020_000001,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_000022,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_008545,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_016999,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_029833,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_030554,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_048040,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_069495,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_085402,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_096325,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_000002,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_000119,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_008628,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_016991,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_029834,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_029832,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_048043,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_069514,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_085401,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_096322,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_000717,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_000716,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_009976,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_017761,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_030748,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_030993,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_051800,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_071729,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_086359,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_097192,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_000743,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_002057,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_010379,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_017762,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_030755,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_032438,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_051786,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_071859,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_086361,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_097194,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_002049,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_002050,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_010764,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_018442,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_034155,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_038582,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_054603,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_073661,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_088255,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_098624,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_005129,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_005137,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_011953,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_019963,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_039115,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_043758,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_059526,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_078622,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_090631,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_102762,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_005135,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_005134,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_011958,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_019969,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_039117,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_059523,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_059535,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_078625,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_090625,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_102761,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_008397,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_016926,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_024895,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_044064,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_064445,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_064455,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_083293,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_091816,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_104120,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_016990,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_044283,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_064501,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_064465,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_083773,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_091889,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_104119,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_069490,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_085395,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_085060,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_095919,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_107800,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_000004,TN_NIVAR_2020,MULTIMODAL,FAIL,non_finite_values_in_sar_pre;non_finite_values_in_sar_post
TN_NIVAR_2020_000034,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_008553,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_017000,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_029837,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_048039,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_048041,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_069496,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_085404,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_096332,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_000003,TN_NIVAR_2020,MULTIMODAL,FAIL,non_finite_values_in_sar_pre;non_finite_values_in_sar_post
TN_NIVAR_2020_000190,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_008755,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_016994,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_029835,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_029839,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_048056,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_069524,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_085403,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_096324,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_000718,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_000719,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_009980,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_017763,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_030749,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_031502,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_051806,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_071819,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_086360,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_097193,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_000748,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_002067,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_010701,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_017768,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_030756,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_033450,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_051789,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_071988,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_086367,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_097196,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_002052,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_002065,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_010977,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_018443,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_034157,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_041904,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_054605,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_073690,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_088259,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_098628,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_005130,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_005145,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_011954,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_019976,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_039116,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_059522,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_059532,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_078641,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_090641,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_102763,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_005136,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_005153,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_011967,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_019971,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_039122,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_059524,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_059538,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_078626,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_090627,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_102765,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_016928,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_024899,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_044066,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_064446,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_064458,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_083304,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_091817,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_104123,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_045134,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_064582,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_064494,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_083923,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_091898,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_104126,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_085398,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_085212,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_107806,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_000005,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_000062,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_008564,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_017001,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_029847,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_048044,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_048057,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_069497,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_085405,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_096333,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_000008,TN_NIVAR_2020,MULTIMODAL,FAIL,non_finite_values_in_sar_pre;non_finite_values_in_sar_post
TN_NIVAR_2020_000302,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_009166,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_016995,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_029836,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_029897,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_048061,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_069542,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_085408,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_096326,TN_NIVAR_2020,SAR_ONLY,PASS,none
TN_NIVAR_2020_000720,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_NIVAR_2020_000722,TN_NIVAR_2020,MULTIMODAL,PASS,none
TN_MANDOUS_2022_000001,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_000002,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_004652,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_008650,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_011486,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_017494,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_017503,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_021954,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_026451,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_029020,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_000008,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_000012,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_004662,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_008674,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_011484,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_011485,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_017493,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_022199,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_026446,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_029023,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_002392,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_002452,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_006463,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_008857,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_011832,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_018298,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_018297,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_022741,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_027094,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_029561,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_003680,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_003694,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_007515,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_010409,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_012845,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_018997,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_018994,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_023583,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_028169,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_030278,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_003682,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_003722,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_007513,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_010455,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_012843,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_019001,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_018993,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_023618,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_028164,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_030302,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_008354,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_010452,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_014371,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_019993,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_020011,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_025023,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_028529,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_030944,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_016906,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_021204,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_021209,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_025073,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_028619,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_033019,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_025218,TN_MANDOUS_2022,SAR_ONLY,PASS,none
TN_MANDOUS_2022_033021,TN_MANDOUS_2022,SAR_ONLY,PASS,none
