building_id,event_id,geometry_hash,geometry_found,geometry_valid,geometry_source,geometry_area,geometry_centroid_lat,geometry_centroid_lon,status,reason
TN_VARDAH_2016_009969,TN_VARDAH_2016,1e3b3ae99e4e41f1,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,90.81,13.021154841430707,80.25147645085201,PASS,none
TN_VARDAH_2016_009965,TN_VARDAH_2016,6c7e9b71b93e63c8,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,206.37,13.024644408302303,80.25010761102351,PASS,none
TN_VARDAH_2016_031727,TN_VARDAH_2016,2f3897035097f97f,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,447.86,13.038662240013277,80.25109852935414,PASS,none
TN_VARDAH_2016_056438,TN_VARDAH_2016,51934b7cc89f9d20,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,21.61,13.06174097904194,80.24999002839189,PASS,none
TN_VARDAH_2016_081209,TN_VARDAH_2016,2d6719796279688a,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,16.86,13.077695507788265,80.24917502537167,PASS,none
TN_VARDAH_2016_085565,TN_VARDAH_2016,12d048497c11a153,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,117.79,13.082770917995314,80.25086128103413,PASS,none
TN_VARDAH_2016_106163,TN_VARDAH_2016,be77b4df411875ee,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,136.85,13.098660837692568,80.25061120201984,PASS,none
TN_VARDAH_2016_133727,TN_VARDAH_2016,f0c3242a9c51ee42,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,36.8,13.120119511801379,80.25096865357133,PASS,none
TN_VARDAH_2016_163427,TN_VARDAH_2016,338ea855701dee75,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,30.12,13.135379197515109,80.2491595893026,PASS,none
TN_VARDAH_2016_193111,TN_VARDAH_2016,b25ee9e8f8b50a83,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,25.92,13.152495234373452,80.25161269855374,PASS,none
TN_VARDAH_2016_014926,TN_VARDAH_2016,4ffa2ff6bbf443e1,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,231.13,13.022432312910547,80.26470926802638,PASS,none
TN_VARDAH_2016_014925,TN_VARDAH_2016,6ca0afec1226a6bb,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,20.27,13.025359874569382,80.2625259728714,PASS,none
TN_VARDAH_2016_036672,TN_VARDAH_2016,ed9e4dc391fa6504,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,92.96,13.03934445744117,80.26426653592685,PASS,none
TN_VARDAH_2016_061386,TN_VARDAH_2016,faa2bfba12e4930d,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,103.95,13.059392324210966,80.26867778279839,PASS,none
TN_VARDAH_2016_086150,TN_VARDAH_2016,fabf22a54f407c84,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,85.03,13.077726312154757,80.26704364756976,PASS,none
TN_VARDAH_2016_091448,TN_VARDAH_2016,4d8c66953c22a8ce,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,497.04,13.082932320986778,80.2753033920433,PASS,none
TN_VARDAH_2016_111089,TN_VARDAH_2016,0f8167a46052fabd,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,65.05,13.099242005773634,80.2673661350242,PASS,none
TN_VARDAH_2016_138658,TN_VARDAH_2016,26ff6aee3bbc02bb,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,10.32,13.114388383898982,80.26339094393984,PASS,none
TN_VARDAH_2016_168391,TN_VARDAH_2016,b150c011a8191a06,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,81.32,13.129786699435675,80.26317950110358,PASS,none
TN_VARDAH_2016_198058,TN_VARDAH_2016,5b3ab84ac5008e3f,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,104.59,13.151334137390169,80.26999962317515,PASS,none
TN_VARDAH_2016_019885,TN_VARDAH_2016,5f4772056aeb1035,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,50.52,13.01871777517507,80.27632221050544,PASS,none
TN_VARDAH_2016_019891,TN_VARDAH_2016,cd132e412a8a6324,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,25.51,13.023639534737553,80.27799598506078,PASS,none
TN_VARDAH_2016_041620,TN_VARDAH_2016,169aa16775b9955e,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,43.47,13.044393662846563,80.2760949182251,PASS,none
TN_VARDAH_2016_066342,TN_VARDAH_2016,593deb5c3bc0f64e,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,84.25,13.056334845290122,80.27962140232992,PASS,none
TN_VARDAH_2016_092127,TN_VARDAH_2016,719c138575f33dbd,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,525.75,13.082851690655101,80.27901363943714,PASS,none
TN_VARDAH_2016_116032,TN_VARDAH_2016,108262ea36b1ab5e,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,187.9,13.099828642551948,80.28825150076355,PASS,none
TN_VARDAH_2016_143610,TN_VARDAH_2016,fad016e99fd6b1e2,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,16.29,13.119225829054717,80.28438332322928,PASS,none
TN_VARDAH_2016_173311,TN_VARDAH_2016,0a9b9d1231fd5571,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,171.4,13.135951710366289,80.27955785939191,PASS,none
TN_VARDAH_2016_202999,TN_VARDAH_2016,be7f5b71991641f9,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,12.55,13.152579255509936,80.28040250729946,PASS,none
TN_VARDAH_2016_091132,TN_VARDAH_2016,bcf10b9001bf098d,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,66.67,13.072199556575642,80.28917117012477,PASS,none
TN_VARDAH_2016_096100,TN_VARDAH_2016,1c6f733a186ca859,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,1927.92,13.082929536748168,80.29385974915338,PASS,none
TN_VARDAH_2016_116128,TN_VARDAH_2016,80027f01d36c7554,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,44.47,13.099020514422387,80.2890299581226,PASS,none
TN_VARDAH_2016_143713,TN_VARDAH_2016,b42d73aa344eb8bf,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,74.41,13.11728969369687,80.28943174444022,PASS,none
TN_VARDAH_2016_173319,TN_VARDAH_2016,362071e06307d1b8,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,33.89,13.132746338913297,80.28907485942544,PASS,none
TN_VARDAH_2016_202995,TN_VARDAH_2016,7b7c2501ce10b3a5,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,14.86,13.148924934367948,80.28919379911306,PASS,none
TN_VARDAH_2016_121014,TN_VARDAH_2016,c19d8b2f14cefa31,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,17.98,13.090318569863213,80.3026708342242,PASS,none
TN_VARDAH_2016_121046,TN_VARDAH_2016,e2f63972d2574af5,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,57.61,13.098179771763247,80.3040371948751,PASS,none
TN_VARDAH_2016_178974,TN_VARDAH_2016,c2341e69c26b3c1c,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,7.81,13.131452277210014,80.30250444613019,PASS,none
TN_VARDAH_2016_206062,TN_VARDAH_2016,fbb016b2c0262fc7,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,48.04,13.157232807311805,80.30553708631024,PASS,none
TN_VARDAH_2016_153524,TN_VARDAH_2016,a77adb60b197f928,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,6.94,13.116730867594983,80.31748408993775,PASS,none
TN_VARDAH_2016_000005,TN_VARDAH_2016,3711380113675494,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,25.81,13.016988432456829,80.20228903850644,PASS,none
TN_VARDAH_2016_000019,TN_VARDAH_2016,756c5b2b7f98a481,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,441.08,13.026230232942765,80.20785652090422,PASS,none
TN_VARDAH_2016_021815,TN_VARDAH_2016,577a991da378af22,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,38.34,13.041854083116135,80.20206713783801,PASS,none
TN_VARDAH_2016_046549,TN_VARDAH_2016,387875c82ce21f71,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,183.0,13.060720571080774,80.20219551149623,PASS,none
TN_VARDAH_2016_071282,TN_VARDAH_2016,e119b165f457ee48,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,55.77,13.07413027386263,80.20518976184086,PASS,none
TN_VARDAH_2016_071959,TN_VARDAH_2016,a401a1f3b2e0cd2a,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,335.7,13.082636545917778,80.19986874015748,PASS,none
TN_VARDAH_2016_096232,TN_VARDAH_2016,4cdd30a0e3cfe6fc,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,105.48,13.100592832001505,80.19890343854864,PASS,none
TN_VARDAH_2016_123780,TN_VARDAH_2016,c1b824dd6eea8799,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,23.01,13.11275975678588,80.20002028438014,PASS,none
TN_VARDAH_2016_153529,TN_VARDAH_2016,a78277d83ba548bd,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,49.31,13.134577386166745,80.19950929423291,PASS,none
TN_VARDAH_2016_183190,TN_VARDAH_2016,9b248b08bd3ab306,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,12.73,13.14437663929662,80.20026729129397,PASS,none
TN_VARDAH_2016_000006,TN_VARDAH_2016,f4992dd84805a730,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,46.16,13.019370022195499,80.21401285780713,PASS,none
TN_VARDAH_2016_000033,TN_VARDAH_2016,503b78eba2d64ad0,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,124.59,13.022791034634645,80.2117880031852,PASS,none
TN_VARDAH_2016_021825,TN_VARDAH_2016,794e451fb108fd85,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,65.19,13.04313182240928,80.21416137620986,PASS,none
TN_VARDAH_2016_046556,TN_VARDAH_2016,0120b8aa37ea83c5,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,120.08,13.056422415000908,80.21388712780049,PASS,none
TN_VARDAH_2016_071280,TN_VARDAH_2016,8c3669d27aba7ebc,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,99.78,13.077443352890247,80.2105242011319,PASS,none
TN_VARDAH_2016_073162,TN_VARDAH_2016,1b5aa6f3d273b158,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,161.23,13.082659443607605,80.21085707823646,PASS,none
TN_VARDAH_2016_096314,TN_VARDAH_2016,99c4a16810792752,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,179.58,13.100620872030468,80.2121303965585,PASS,none
TN_VARDAH_2016_153528,TN_VARDAH_2016,ef286aba766b5e34,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,63.28,13.138461786797906,80.21014873505752,PASS,none
TN_VARDAH_2016_183205,TN_VARDAH_2016,920b7cdca59c8e29,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,90.58,13.153936391404375,80.20966413382008,PASS,none
TN_VARDAH_2016_004986,TN_VARDAH_2016,ed673c6d532a3458,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,81.91,13.015559899687256,80.22665164330171,PASS,none
TN_VARDAH_2016_005025,TN_VARDAH_2016,06d912a4b4795afa,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,68.36,13.022871783501943,80.22647128866998,PASS,none
TN_VARDAH_2016_026772,TN_VARDAH_2016,52aabaf991a745eb,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,15.32,13.043329571216919,80.22257365003594,PASS,none
TN_VARDAH_2016_051512,TN_VARDAH_2016,48679bd5055c989b,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,93.42,13.057663585209504,80.22543588960251,PASS,none
TN_VARDAH_2016_076257,TN_VARDAH_2016,c612bd18772eed60,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,34.32,13.074203377929917,80.22628475341257,PASS,none
TN_VARDAH_2016_076551,TN_VARDAH_2016,ba90858ed88bedf9,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,163.29,13.082751997216391,80.23054202263526,PASS,none
TN_VARDAH_2016_101202,TN_VARDAH_2016,799e11b63053a8b3,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,10.68,13.09806077511953,80.22488437931221,PASS,none
TN_VARDAH_2016_128749,TN_VARDAH_2016,48a595b368cacb6c,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,36.26,13.116983574127305,80.23043384464982,PASS,none
TN_VARDAH_2016_158504,TN_VARDAH_2016,b2c8c9ad970b2975,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,52.98,13.132701787805374,80.22582195065361,PASS,none
TN_VARDAH_2016_188128,TN_VARDAH_2016,66dba308c9b77a4d,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,45.4,13.148851719629016,80.23219471787827,PASS,none
TN_VARDAH_2016_009952,TN_VARDAH_2016,ae07d35fe06b7897,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,22.15,13.016531734100829,80.24495993922196,PASS,none
TN_VARDAH_2016_009980,TN_VARDAH_2016,8a2b10624a750837,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,399.08,13.022818017085791,80.24477174620915,PASS,none
TN_VARDAH_2016_031717,TN_VARDAH_2016,ee2543418c8e3e9c,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,82.0,13.040181026360166,80.24844063510061,PASS,none
TN_VARDAH_2016_056433,TN_VARDAH_2016,47e8ffaa88e6964b,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,84.04,13.057420693535475,80.24365343790507,PASS,none
TN_VARDAH_2016_081205,TN_VARDAH_2016,ce3f3ccfe3be34ba,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,28.46,13.075128859230736,80.2394129682834,PASS,none
TN_VARDAH_2016_081814,TN_VARDAH_2016,c505f0b3bc03e506,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,1271.27,13.082893956666297,80.2454481724699,PASS,none
TN_VARDAH_2016_106170,TN_VARDAH_2016,38e2889e9c7e69f7,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,132.22,13.099385295282186,80.24120551101028,PASS,none
TN_VARDAH_2016_133705,TN_VARDAH_2016,2942fdfb66b986a0,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,20.64,13.118339762053497,80.24212562040866,PASS,none
TN_VARDAH_2016_163431,TN_VARDAH_2016,09313f20dfa3997b,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,85.58,13.136002988100609,80.23796398987204,PASS,none
TN_VARDAH_2016_193113,TN_VARDAH_2016,88af4cf84f7e0327,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,29.79,13.147307153541082,80.24721918341737,PASS,none
TN_VARDAH_2016_009975,TN_VARDAH_2016,066affe7abbbe6ec,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,25.15,13.021530986835305,80.25069234211318,PASS,none
TN_VARDAH_2016_009983,TN_VARDAH_2016,12257f07646fc055,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,360.24,13.026428561403609,80.2500653990716,PASS,none
TN_VARDAH_2016_031743,TN_VARDAH_2016,079e3267003d7c09,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,109.09,13.039237231421431,80.25197971736212,PASS,none
TN_VARDAH_2016_056450,TN_VARDAH_2016,265019ab6973ac88,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,124.22,13.057546931968286,80.25156281665187,PASS,none
TN_VARDAH_2016_081218,TN_VARDAH_2016,35694de4d53c9842,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,4607.59,13.07474376779299,80.2494481536648,PASS,none
