building_id,event_id,geometry_hash,geometry_found,geometry_valid,geometry_source,geometry_area,geometry_centroid_lat,geometry_centroid_lon,status,reason
TN_VARDAH_2016_000003,TN_VARDAH_2016,30bb327b00cede47,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,25.17,13.015223753094233,80.20066832112232,PASS,none
TN_VARDAH_2016_000001,TN_VARDAH_2016,db92a6a44d83af46,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,10.56,13.026330403446737,80.20770403364129,PASS,none
TN_VARDAH_2016_021812,TN_VARDAH_2016,9928206cb5ffd2e8,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,50.78,13.038174450252615,80.20373137544784,PASS,none
TN_VARDAH_2016_046548,TN_VARDAH_2016,ef753ca579845ad9,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,108.31,13.055996084675247,80.20208037758316,PASS,none
TN_VARDAH_2016_071942,TN_VARDAH_2016,7be06f1776fc023c,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,38.53,13.08264268886555,80.19664226236554,PASS,none
TN_VARDAH_2016_096226,TN_VARDAH_2016,621010d25244a20a,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,432.52,13.09953870158781,80.19733632166209,PASS,none
TN_VARDAH_2016_123776,TN_VARDAH_2016,259b9bd8c8af39e0,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,43.19,13.11598471417476,80.20382317531636,PASS,none
TN_VARDAH_2016_153525,TN_VARDAH_2016,603136a2ff806e01,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,32.74,13.129744320599976,80.2032937415103,PASS,none
TN_VARDAH_2016_183189,TN_VARDAH_2016,a7fd0d22482af66f,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,61.14,13.156263421586253,80.20394355744247,PASS,none
TN_VARDAH_2016_000002,TN_VARDAH_2016,e489955c850b1c04,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,20.97,13.021380918896504,80.21397281312082,PASS,none
TN_VARDAH_2016_000004,TN_VARDAH_2016,9c37601871634f5c,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,48.75,13.02524097166908,80.21151349684003,PASS,none
TN_VARDAH_2016_021814,TN_VARDAH_2016,af2750375901ea5d,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,51.22,13.043810055932344,80.21421201033748,PASS,none
TN_VARDAH_2016_046553,TN_VARDAH_2016,15f776b96bcbe266,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,62.18,13.057352077711196,80.21007584327897,PASS,none
TN_VARDAH_2016_071277,TN_VARDAH_2016,556a049d42b18358,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,57.17,13.07019141990549,80.21114422038292,PASS,none
TN_VARDAH_2016_072795,TN_VARDAH_2016,733b4ff625fd83d5,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,121.94,13.082696782401605,80.21357767735572,PASS,none
TN_VARDAH_2016_096267,TN_VARDAH_2016,e7088067bbfef6cd,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,84.42,13.09900385486854,80.20913431818963,PASS,none
TN_VARDAH_2016_123782,TN_VARDAH_2016,22af4305603596e2,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,150.12,13.115472698415324,80.21187788656322,PASS,none
TN_VARDAH_2016_153527,TN_VARDAH_2016,14c7313328419095,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,37.58,13.130605649442066,80.21216763339824,PASS,none
TN_VARDAH_2016_183194,TN_VARDAH_2016,c09db73918d36b5b,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,145.74,13.156789514867938,80.21319396580235,PASS,none
TN_VARDAH_2016_004983,TN_VARDAH_2016,65dde066ce2a9464,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,17.56,13.017667649493422,80.22389206625368,PASS,none
TN_VARDAH_2016_005013,TN_VARDAH_2016,d89319a9f896e412,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,219.01,13.025791259851703,80.23136705078987,PASS,none
TN_VARDAH_2016_026771,TN_VARDAH_2016,79a0907934fca7e7,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,34.13,13.04265358646894,80.22416816032823,PASS,none
TN_VARDAH_2016_051508,TN_VARDAH_2016,8e226bf46805ac6c,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,132.37,13.0612225866338,80.22512506185596,PASS,none
TN_VARDAH_2016_076255,TN_VARDAH_2016,490833c4aa21b0d7,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,36.23,13.077665207256958,80.23028905954692,PASS,none
TN_VARDAH_2016_076370,TN_VARDAH_2016,933faa7216e3863c,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,97.84,13.082740315958096,80.22495677817867,PASS,none
TN_VARDAH_2016_101198,TN_VARDAH_2016,417a845f7dbbb8de,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,13.85,13.098106650930456,80.22350817514287,PASS,none
TN_VARDAH_2016_128748,TN_VARDAH_2016,d88bd59b75adfbed,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,28.13,13.119401382632184,80.2302774925332,PASS,none
TN_VARDAH_2016_158503,TN_VARDAH_2016,a6b44fd754683495,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,129.38,13.134432982522311,80.23031076186349,PASS,none
TN_VARDAH_2016_188127,TN_VARDAH_2016,27b87200b7c1d146,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,16.96,13.153817333019104,80.22363891000205,PASS,none
TN_VARDAH_2016_009951,TN_VARDAH_2016,62f6ab86fb2e83e2,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,29.96,13.018556903596503,80.24608715277523,PASS,none
TN_VARDAH_2016_009960,TN_VARDAH_2016,c4ad869268f65ca7,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,599.26,13.024802655127111,80.24774411613264,PASS,none
TN_VARDAH_2016_031712,TN_VARDAH_2016,265d9ca9c66ba45c,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,28.28,13.043911685150698,80.24763995325259,PASS,none
TN_VARDAH_2016_056431,TN_VARDAH_2016,f29b78c4cd5e32a6,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,102.18,13.054817939671674,80.23869875767498,PASS,none
TN_VARDAH_2016_081204,TN_VARDAH_2016,088dc8dc09465fde,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,98.61,13.074034563486661,80.23622605282301,PASS,none
TN_VARDAH_2016_081563,TN_VARDAH_2016,bf028422570454ad,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,115.63,13.0827657769076,80.23616064318915,PASS,none
TN_VARDAH_2016_106158,TN_VARDAH_2016,0488dd2e4bd1e10a,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,57.67,13.099728134002843,80.23783665993913,PASS,none
TN_VARDAH_2016_133703,TN_VARDAH_2016,210754a82ca4cea6,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,47.34,13.11690392208402,80.2394542772718,PASS,none
TN_VARDAH_2016_163430,TN_VARDAH_2016,f48ca2fa240c2bb1,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,18.75,13.135479260939105,80.24535887416377,PASS,none
TN_VARDAH_2016_193112,TN_VARDAH_2016,1085c40de58459ce,TRUE,TRUE,data/tamil_nadu/buildings/validated/TN_VARDAH_2016_buildings.gpkg,85.49,13.146879645985793,80.24516059608857,PASS,none
