properties,building_id,total_pixels,valid_pixels,valid_pixel_pct,mean_pre_vv,mean_post_vv,mean_change_vv,median_change_vv,std_change_vv,mean_pre_vh,mean_post_vh,mean_change_vh,median_change_vh,std_change_vh
"{'osm_id': 360855007, 'osm_type': 'yes'}",cuddalore_bld_000023,8,8,100.0,-2.607060432434082,-1.6672614812850952,0.9397990703582764,0.9321264624595642,2.897662041671057,-10.644979476928711,-6.859912872314453,3.785066604614258,4.581913948059082,3.011854687181139
"{'osm_id': 360855008, 'osm_type': 'yes'}",cuddalore_bld_000024,6,6,100.0,-8.109374364217123,-6.513144175211589,1.596230189005534,1.7554206848144531,0.9209216828782723,-17.697921752929688,-11.91754150390625,5.7803802490234375,6.4329142570495605,2.9250520669113524
"{'osm_id': 360855009, 'osm_type': 'yes'}",cuddalore_bld_000025,2,2,100.0,-8.603962898254395,-7.783113479614258,0.8208498954772949,0.8208498954772949,0.4771265983581543,-14.178976058959961,-15.198684692382812,-1.0197081565856934,-1.0197081565856934,0.6320433616638184
"{'osm_id': 360855010, 'osm_type': 'yes'}",cuddalore_bld_000026,4,4,100.0,-5.3242058753967285,-4.072314739227295,1.2518912553787231,1.8111422061920166,2.55330387238172,-5.560820579528809,-1.5439857244491577,4.0168352127075195,4.283324241638184,0.9920755688446082
"{'osm_id': 360855011, 'osm_type': 'yes'}",cuddalore_bld_000027,9,9,100.0,-7.377508375379774,-8.017953660753038,-0.640445868174235,0.29343461990356445,3.420181844055068,-17.17420111762153,-12.611000061035156,4.5631997850206165,5.962122917175293,4.624919189252384
"{'osm_id': 360855012, 'osm_type': 'yes'}",cuddalore_bld_000028,3,3,100.0,-1.2956600189208984,1.27078644434611,2.566446304321289,2.0756211280822754,1.0208860705865148,-5.919802347819011,-7.388357798258464,-1.4685551325480144,-1.4436960220336914,1.4119516121939764
"{'osm_id': 360855013, 'osm_type': 'yes'}",cuddalore_bld_000029,5,5,100.0,-2.117426300048828,-1.7461402893066407,0.3712860107421875,1.4079481363296509,1.6842978386042775,-9.587619018554687,-8.796650695800782,0.7909684181213379,0.6519184112548828,3.5075088276574564
"{'osm_id': 360855014, 'osm_type': 'yes'}",cuddalore_bld_000030,4,4,100.0,6.248195648193359,7.777174949645996,1.5289793014526367,2.798644542694092,3.7431870231765774,-4.013714790344238,-0.40679115056991577,3.6069231033325195,3.3515851497650146,2.437968771650391
"{'osm_id': 360855015, 'osm_type': 'yes'}",cuddalore_bld_000031,8,8,100.0,-2.678893804550171,-0.44236111640930176,2.236532688140869,3.3542189598083496,2.969322706792059,-6.890344142913818,-2.8417978286743164,4.04854679107666,3.7810020446777344,1.353101747045594
"{'osm_id': 360856282, 'osm_type': 'yes'}",cuddalore_bld_000032,6,6,100.0,-3.2676032384236655,-1.679028828938802,1.5885745684305828,1.663341999053955,2.498268394519535,-11.105289459228516,-8.42447026570638,2.680818557739258,2.7563161849975586,3.3802350964494488
"{'osm_id': 360856283, 'osm_type': 'yes'}",cuddalore_bld_000033,9,9,100.0,-1.441645410325792,-2.5173036787245007,-1.0756583743625217,-1.3470590114593506,3.5660857747268517,-10.435551113552517,-10.19980197482639,0.23574887381659615,0.6222043037414551,2.649683976680207
"{'osm_id': 360856284, 'osm_type': 'yes'}",cuddalore_bld_000034,5,5,100.0,-4.086767578125,0.1170851707458496,4.203852844238281,3.056772232055664,2.165603444635028,-9.158138275146484,-8.816021728515626,0.3421165466308594,0.3355684280395508,4.884961780927498
"{'osm_id': 360856285, 'osm_type': 'yes'}",cuddalore_bld_000035,6,6,100.0,-5.774833043416341,-5.513964970906575,0.2608678340911865,-0.03969979286193848,1.5448665228937488,-12.685708363850912,-12.248878479003906,0.43683115641276044,0.18908071517944336,3.927211878447054
"{'osm_id': 360856286, 'osm_type': 'yes'}",cuddalore_bld_000036,6,6,100.0,-8.141195933024088,-5.073107083638509,3.068089167277018,2.5834150314331055,2.854732654690937,-13.510687510172525,-12.753021240234375,0.7576656341552734,1.5043659210205078,1.8681582512857347
"{'osm_id': 360856287, 'osm_type': 'yes'}",cuddalore_bld_000037,4,4,100.0,-7.713695049285889,-5.639442443847656,2.0742526054382324,1.8403191566467285,2.7345286380908758,-11.550397872924805,-10.106730461120605,1.4436676502227783,1.766538143157959,0.8210114430122277
"{'osm_id': 360856288, 'osm_type': 'yes'}",cuddalore_bld_000038,14,14,100.0,-3.372605187552316,-0.2240900652749198,3.148515428815569,3.8165626525878906,4.017322384860718,-10.178146362304688,-8.735658918108259,1.4424871717180525,1.7481415271759033,2.2233579059149053
"{'osm_id': 360856289, 'osm_type': 'yes'}",cuddalore_bld_000039,5,5,100.0,-2.7854934692382813,-2.1953365325927736,0.5901567935943604,-1.4904236793518066,4.63724136668419,-11.891009521484374,-11.577508544921875,0.3135009765625,0.1769113540649414,2.0227639452881188
"{'osm_id': 360856290, 'osm_type': 'yes'}",cuddalore_bld_000040,8,8,100.0,-3.5613961219787598,1.5660996437072754,5.127495765686035,3.925018310546875,4.368663037553965,-15.613502502441406,-9.96911907196045,5.644382476806641,4.183428764343262,6.451106534076228
"{'osm_id': 360856291, 'osm_type': 'yes'}",cuddalore_bld_000041,7,7,100.0,-5.671257019042969,0.4649280139378139,6.1361846923828125,6.927728652954102,3.006179209552108,-12.147693089076451,-7.790134429931641,4.35755865914481,3.9315404891967773,2.1389820100224917
"{'osm_id': 360856292, 'osm_type': 'yes'}",cuddalore_bld_000042,8,8,100.0,-6.898585319519043,-3.8944265842437744,3.0041589736938477,3.0532050132751465,1.6223951485906667,-11.733016014099121,-9.871201515197754,1.8618144989013672,2.304328441619873,1.839603888279009
"{'osm_id': 360856293, 'osm_type': 'yes'}",cuddalore_bld_000043,8,8,100.0,7.565176486968994,4.44774866104126,-3.1174283027648926,-2.7588257789611816,2.261752524832716,-4.950519561767578,-7.561777114868164,-2.611257791519165,-3.192293405532837,1.767257101261881
"{'osm_id': 360856294, 'osm_type': 'yes'}",cuddalore_bld_000044,4,4,100.0,-4.9852776527404785,-1.3597681522369385,3.625509262084961,4.369148254394531,2.963482232188343,-11.981834411621094,-10.842207908630371,1.1396262645721436,1.3255324363708496,1.7142105016902898
"{'osm_id': 360856295, 'osm_type': 'yes'}",cuddalore_bld_000045,10,10,100.0,-8.881744384765625,-8.276180267333984,0.6055632114410401,0.6086091995239258,2.3599463345234866,-16.421910095214844,-15.300360107421875,1.1215489387512207,2.800483226776123,4.430726366699289
"{'osm_id': 360856296, 'osm_type': 'yes'}",cuddalore_bld_000046,6,6,100.0,-8.342626571655273,-0.19714554150899252,8.145480473836264,8.516609191894531,2.3298436813811363,-11.06570053100586,-9.249272028605143,1.816428820292155,1.7693674564361572,3.6819441513621656
"{'osm_id': 360856297, 'osm_type': 'yes'}",cuddalore_bld_000047,8,8,100.0,-0.38516169786453247,-0.5102801322937012,-0.12511837482452393,-0.22800135612487793,4.031845077017379,-10.190521240234375,-10.869710922241211,-0.679189920425415,0.1825094223022461,3.5952402985471443
"{'osm_id': 360856298, 'osm_type': 'yes'}",cuddalore_bld_000048,5,5,100.0,-8.519654083251954,-6.524302673339844,1.9953510284423828,1.7958736419677734,2.2682766759521473,-14.730308532714844,-12.040232849121093,2.690076446533203,2.329941749572754,1.4607574786215194
"{'osm_id': 360856299, 'osm_type': 'office'}",cuddalore_bld_000049,8,8,100.0,-2.2295639514923096,0.35545918345451355,2.5850231647491455,1.998079776763916,1.622140165613702,-7.613068103790283,-9.89900016784668,-2.2859325408935547,-2.555009603500366,1.6000212995177319
"{'osm_id': 360856300, 'osm_type': 'yes'}",cuddalore_bld_000050,4,4,100.0,-0.5732302665710449,4.617110729217529,5.190341949462891,4.649395942687988,2.0041537537530187,-6.621094703674316,-4.867148399353027,1.7539465427398682,3.6248996257781982,5.541384164570118
"{'osm_id': 360856301, 'osm_type': 'yes'}",cuddalore_bld_000051,10,10,100.0,-0.7984489440917969,-1.4928492546081542,-0.6944003582000733,-0.5429149866104126,2.3571556053254716,-9.122919464111328,-10.952031707763672,-1.8291118621826172,-1.9696321487426758,2.216212981598131
"{'osm_id': 360856302, 'osm_type': 'yes'}",cuddalore_bld_000052,7,7,100.0,-1.4556410653250558,5.787022726876395,7.2426637922014505,6.151719093322754,3.58155184585063,-0.8094070979527065,-0.40422357831682476,0.40518358775547575,-0.05576944351196289,3.273390564918964
"{'osm_id': 360856303, 'osm_type': 'yes'}",cuddalore_bld_000053,7,7,100.0,-5.941250392368862,-6.271267482212612,-0.3300173282623291,-1.3533210754394531,3.0268719875274073,-13.443518502371651,-10.865300859723773,2.578216552734375,2.8032140731811523,3.114137636578492
"{'osm_id': 360856304, 'osm_type': 'yes'}",cuddalore_bld_000054,6,6,100.0,-6.205996195475261,-3.1623191833496094,3.043677012125651,2.812138319015503,3.351276078434798,-11.128326416015625,-9.673994064331055,1.4543317159016926,1.2201013565063477,3.9158534396178757
"{'osm_id': 360856305, 'osm_type': 'yes'}",cuddalore_bld_000055,10,10,100.0,-5.865518569946289,-2.547934913635254,3.3175830841064453,2.588870048522949,2.7834612234645677,-13.542117309570312,-11.979472351074218,1.5626441955566406,1.9521169662475586,2.646925788377011
"{'osm_id': 360856306, 'osm_type': 'yes'}",cuddalore_bld_000056,12,12,100.0,-7.131432851155599,-6.128984451293945,1.0024495124816895,1.7345967292785645,3.682344285280849,-10.081550598144531,-11.176734924316406,-1.0951838493347168,-0.966097354888916,2.200832106105986
"{'osm_id': 360856307, 'osm_type': 'yes'}",cuddalore_bld_000057,9,9,100.0,-5.583210839165582,-1.5308378007676866,4.052372402615017,3.733875274658203,4.579720189105861,-12.624837239583334,-9.038190205891928,3.5866461859809027,3.574983596801758,4.260733699598273
"{'osm_id': 360860973, 'osm_type': 'yes'}",cuddalore_bld_000058,4,4,100.0,-2.0935325622558594,-1.5024771690368652,0.5910555124282837,1.2893520593643188,2.352722730399902,-13.748979568481445,-11.428163528442383,2.320815324783325,2.632763385772705,1.4846101560900933
"{'osm_id': 360860977, 'osm_type': 'yes'}",cuddalore_bld_000059,5,5,100.0,-0.12504091262817382,0.673698902130127,0.7987398147583008,0.3195228576660156,2.5018905856082427,-14.205746459960938,-13.818011474609374,0.38773441314697266,-1.249985694885254,2.534360892353654
"{'osm_id': 360860981, 'osm_type': 'yes'}",cuddalore_bld_000060,4,4,100.0,-5.904083251953125,-4.157279014587402,1.7468039989471436,1.951797604560852,0.9831985437754915,-15.047911643981934,-10.788684844970703,4.2592267990112305,2.7061119079589844,4.332129527161881
"{'osm_id': 360860990, 'osm_type': 'yes'}",cuddalore_bld_000061,5,5,100.0,-4.674441146850586,-3.990008544921875,0.6844326972961425,-0.08847332000732422,1.7467478144443194,-12.171843719482421,-13.490321350097656,-1.3184776306152344,-1.214385986328125,3.6637325925473934
"{'osm_id': 360860995, 'osm_type': 'yes'}",cuddalore_bld_000062,2,2,100.0,-1.8611655235290527,-5.257143497467041,-3.3959779739379883,-3.3959779739379883,2.9167518615722656,-16.017696380615234,-7.901938438415527,8.115758895874023,8.115758895874023,2.643461227416992
"{'osm_id': 360860997, 'osm_type': 'yes'}",cuddalore_bld_000063,7,7,100.0,-4.961835588727679,-5.115022386823382,-0.15318659373692103,1.1129355430603027,3.3560891662959,-13.466445922851562,-16.373988560267858,-2.907543182373047,-2.6236743927001953,1.8670303716735206
"{'osm_id': 360860998, 'osm_type': 'yes'}",cuddalore_bld_000064,5,5,100.0,-2.8340789794921877,0.8890768051147461,3.723155975341797,3.2251648902893066,1.1750313534414023,-13.954502868652344,-10.482760620117187,3.4717430114746093,3.1928138732910156,2.4073263865791414
"{'osm_id': 360861001, 'osm_type': 'yes'}",cuddalore_bld_000065,5,5,100.0,-3.8502647399902346,-4.1559700012207035,-0.30570507049560547,-0.8409795761108398,1.3856198130734128,-14.809310913085938,-13.511273193359376,1.2980365753173828,0.13241100311279297,3.1914332879109613
"{'osm_id': 360861007, 'osm_type': 'yes'}",cuddalore_bld_000066,6,6,100.0,-6.472897211710612,-5.722390492757161,0.7505065600077311,-0.6210325956344604,2.7383209665417225,-13.216695149739584,-11.086051940917969,2.130643049875895,2.94869327545166,2.646177019397504
"{'osm_id': 360861012, 'osm_type': 'yes'}",cuddalore_bld_000067,4,4,100.0,-4.508363723754883,-1.563797116279602,2.9445667266845703,3.3636863231658936,2.428080377333373,-14.481203079223633,-11.756990432739258,2.724212884902954,2.8551387786865234,2.7726510924708094
"{'osm_id': 360861016, 'osm_type': 'yes'}",cuddalore_bld_000068,2,2,100.0,-6.522109031677246,-4.420454025268555,2.1016550064086914,2.1016550064086914,0.10735368728637695,-14.028762817382812,-9.118770599365234,4.909992694854736,4.909992694854736,4.28656530380249
"{'osm_id': 360861018, 'osm_type': 'yes'}",cuddalore_bld_000069,4,4,100.0,-3.0597240924835205,-5.749028205871582,-2.6893041133880615,-3.0817818641662598,2.170662274639745,-12.857873916625977,-16.795982360839844,-3.9381086826324463,-3.9100780487060547,0.9845620395714517
"{'osm_id': 360861024, 'osm_type': 'yes'}",cuddalore_bld_000070,4,4,100.0,-1.5417613983154297,-2.645139694213867,-1.1033782958984375,-1.3968579769134521,0.7807188068010292,-12.61716079711914,-10.786646842956543,1.8305139541625977,0.9976825714111328,1.9930431396663655
"{'osm_id': 360861027, 'osm_type': 'yes'}",cuddalore_bld_000071,2,2,100.0,-7.74139404296875,-5.537137985229492,2.2042558193206787,2.2042558193206787,0.6408164501190186,-16.160200119018555,-9.650613784790039,6.509586811065674,6.509586811065674,4.913332462310791
"{'osm_id': 360861029, 'osm_type': 'yes'}",cuddalore_bld_000072,2,2,100.0,-1.6014432907104492,-2.3415355682373047,-0.7400921583175659,-0.7400921583175659,0.14014017581939697,-11.14914321899414,-9.238832473754883,1.910311222076416,1.910311222076416,0.5050864219665527
"{'osm_id': 360861032, 'osm_type': 'yes'}",cuddalore_bld_000073,4,4,100.0,-3.187039852142334,-3.47310471534729,-0.2860652804374695,-0.4901057481765747,0.6051720695084049,-11.443376541137695,-9.229838371276855,2.213538408279419,2.1092796325683594,0.6885624072646779
"{'osm_id': 360861034, 'osm_type': 'yes'}",cuddalore_bld_000074,4,4,100.0,-2.8848085403442383,0.4833498001098633,3.3681585788726807,3.216050386428833,1.0509741809804312,-9.658302307128906,-7.364739894866943,2.2935631275177,2.3279643058776855,0.4285804566171347
"{'osm_id': 360861035, 'osm_type': 'yes'}",cuddalore_bld_000075,2,2,100.0,-5.285110950469971,-2.5395820140838623,2.7455289363861084,2.7455289363861084,0.6808037757873535,-12.379888534545898,-10.308795928955078,2.071092128753662,2.071092128753662,0.39909887313842773
"{'osm_id': 360861040, 'osm_type': 'yes'}",cuddalore_bld_000076,4,4,100.0,-9.161565780639648,-4.39111328125,4.770452499389648,4.225306510925293,2.9276010082035167,-14.831494331359863,-11.336101531982422,3.495391845703125,2.7679872512817383,1.8956238910147125
"{'osm_id': 360861047, 'osm_type': 'yes'}",cuddalore_bld_000077,5,5,100.0,-5.4200183868408205,-2.0755374908447264,3.34448127746582,3.8758978843688965,1.1116235240248513,-13.7849365234375,-10.949481201171874,2.835455322265625,2.7940826416015625,1.4227607855361595
"{'osm_id': 360861050, 'osm_type': 'yes'}",cuddalore_bld_000078,4,4,100.0,-4.2835588455200195,-0.41594940423965454,3.8676092624664307,3.576906204223633,1.4476712106973957,-12.030130386352539,-9.7320556640625,2.2980763912200928,2.281041145324707,0.7145253940692394
"{'osm_id': 360861052, 'osm_type': 'yes'}",cuddalore_bld_000079,2,2,100.0,1.8688498735427856,5.571213722229004,3.702364206314087,3.702364206314087,1.2734439373016357,-4.051661014556885,-1.619724988937378,2.431936025619507,2.431936025619507,0.2461986541748047
"{'osm_id': 360861054, 'osm_type': 'yes'}",cuddalore_bld_000080,7,7,100.0,-0.13463381358555385,3.5684520176478793,3.7030857631138394,3.5583176612854004,1.8660780480778838,-13.049552917480469,-11.744929722377233,1.3046233313424247,1.1543083190917969,1.9258909917924025
"{'osm_id': 360861061, 'osm_type': 'yes'}",cuddalore_bld_000081,1,1,100.0,-3.704728841781616,0.022751018404960632,3.727479934692383,3.727479934692383,0.0,-12.799778938293457,-9.678706169128418,3.121072769165039,3.121072769165039,0.0
"{'osm_id': 402157066, 'osm_type': 'temple'}",cuddalore_bld_000082,12,12,100.0,-8.104349772135416,-5.427834192911784,2.676515579223633,2.955784320831299,2.9583418958158143,-16.300498962402344,-18.718987782796223,-2.4184858004252114,0.08698034286499023,7.098163136415599
"{'osm_id': 430751630, 'osm_type': 'yes'}",cuddalore_bld_000083,7,7,100.0,-5.958524976457868,-5.145283290318081,0.8132414136614118,1.1882805824279785,2.301118414206664,-12.481408255440849,-12.903800964355469,-0.42239366258893696,-0.7952795028686523,4.3573312015335475
"{'osm_id': 430751632, 'osm_type': 'yes'}",cuddalore_bld_000084,4,4,100.0,-7.429823398590088,-5.957056522369385,1.4727668762207031,1.1476109027862549,1.4010336321561438,-13.208934783935547,-12.05160903930664,1.1573259830474854,0.9688577651977539,1.1136327136451538
"{'osm_id': 430751635, 'osm_type': 'yes'}",cuddalore_bld_000085,4,4,100.0,0.9104580879211426,5.919565677642822,5.00910758972168,3.267828941345215,3.1848186928650204,-6.760244369506836,-5.697783470153809,1.0624604225158691,1.1533969640731812,2.0964857368781025
"{'osm_id': 430751636, 'osm_type': 'yes'}",cuddalore_bld_000086,4,4,100.0,-5.536342620849609,-4.075846195220947,1.4604969024658203,1.4055595397949219,0.8690742508121511,-11.331475257873535,-10.470870018005371,0.860605001449585,0.48215579986572266,0.8924509008856859
"{'osm_id': 430751638, 'osm_type': 'yes'}",cuddalore_bld_000087,4,4,100.0,4.470394611358643,2.140064239501953,-2.3303303718566895,-1.7398995161056519,1.5327934944405806,-11.343859672546387,-8.43320369720459,2.910656452178955,2.826503276824951,0.6551903028842843
"{'osm_id': 430751639, 'osm_type': 'yes'}",cuddalore_bld_000088,6,6,100.0,-6.1227372487386065,-4.793845812479655,1.3288912773132324,1.93526291847229,2.4773747758181064,-15.53115971883138,-14.735548655192057,0.7956118583679199,0.24776124954223633,3.8404571857562173
"{'osm_id': 430751640, 'osm_type': 'yes'}",cuddalore_bld_000089,6,6,100.0,-1.5793490409851074,-0.21856985489527384,1.3607792854309082,1.5993561744689941,1.100815248113729,-11.103199005126953,-10.684102376302084,0.419095516204834,-0.019155025482177734,1.3335712899167942
"{'osm_id': 430751641, 'osm_type': 'yes'}",cuddalore_bld_000090,4,4,100.0,-5.501930236816406,-5.73770809173584,-0.2357776165008545,-0.1602799892425537,0.2859804756631612,-13.159799575805664,-12.988899230957031,0.17090177536010742,-0.6051483154296875,1.4341016972856424
"{'osm_id': 430751642, 'osm_type': 'yes'}",cuddalore_bld_000091,4,4,100.0,-7.359227657318115,-5.228405952453613,2.130821704864502,2.0915586948394775,0.8854965850757411,-13.858957290649414,-12.57662582397461,1.2823312282562256,1.3002591133117676,0.989606752285958
"{'osm_id': 430754182, 'osm_type': 'yes'}",cuddalore_bld_000092,6,6,100.0,3.1686693827311196,4.0382184982299805,0.869549036026001,1.0221643447875977,2.1020587044664265,-12.56235122680664,-13.930805206298828,-1.3684528668721516,-1.548933982849121,2.2590640954843524
"{'osm_id': 430755040, 'osm_type': 'yes'}",cuddalore_bld_000093,4,4,100.0,1.0641270875930786,5.346541404724121,4.282414436340332,4.218029975891113,1.2486824361538953,-16.295745849609375,-15.403984069824219,0.8917636871337891,0.5119485855102539,3.4579928451083424
"{'osm_id': 430755047, 'osm_type': 'yes'}",cuddalore_bld_000094,4,4,100.0,-0.28515663743019104,6.812536716461182,7.097693920135498,8.07649040222168,3.430557060252179,-14.590298652648926,-6.272582530975342,8.317715644836426,8.31332778930664,0.7988906180922396
"{'osm_id': 430755058, 'osm_type': 'yes'}",cuddalore_bld_000095,6,6,100.0,-10.22311274210612,-7.538766225179036,2.6843465169270835,2.0628504753112793,2.133803602110616,-14.585726420084635,-10.478842417399088,4.106882731119792,4.129525184631348,2.9165866656061525
"{'osm_id': 430755060, 'osm_type': 'yes'}",cuddalore_bld_000096,4,4,100.0,-8.13430118560791,-4.761958599090576,3.372343063354492,3.2299067974090576,0.44514872967326213,-14.884307861328125,-11.318772315979004,3.565535068511963,3.4332313537597656,2.378318738812243
"{'osm_id': 430755061, 'osm_type': 'yes'}",cuddalore_bld_000097,4,4,100.0,-5.156067848205566,-0.8686715960502625,4.287396430969238,4.255483150482178,0.7259093277679898,-14.275283813476562,-11.963132858276367,2.3121511936187744,1.956167221069336,1.4187841844237925
"{'osm_id': 430755063, 'osm_type': 'yes'}",cuddalore_bld_000098,4,4,100.0,0.5834496021270752,0.27910566329956055,-0.30434393882751465,-0.40073299407958984,2.4934708798728904,-14.307526588439941,-13.763753890991211,0.543771505355835,-0.07379484176635742,1.9036328771733277
"{'osm_id': 430755065, 'osm_type': 'yes'}",cuddalore_bld_000099,3,3,100.0,-4.48257573445638,-2.676682790120443,1.805892785390218,2.2470755577087402,1.7780526337750202,-10.887865702311197,-11.131805419921875,-0.24394003550211588,0.5767593383789062,1.3974037132292993
"{'osm_id': 430755067, 'osm_type': 'yes'}",cuddalore_bld_000100,4,4,100.0,-6.858674049377441,-7.55950927734375,-0.7008353471755981,-0.24957942962646484,1.519256425155335,-11.008352279663086,-13.20619010925293,-2.197838306427002,-2.7880983352661133,1.385870327090285
"{'osm_id': 430755069, 'osm_type': 'yes'}",cuddalore_bld_000101,2,2,100.0,-1.9875798225402832,8.176985740661621,10.164565086364746,10.164565086364746,0.04424858093261719,-12.714452743530273,-12.134235382080078,0.5802164077758789,0.5802164077758789,0.3910198211669922
"{'osm_id': 430755073, 'osm_type': 'yes'}",cuddalore_bld_000102,6,6,100.0,-7.125674565633138,-4.245435078938802,2.880239168802897,3.216599464416504,2.1763587050776154,-12.64306894938151,-13.42572021484375,-0.7826506296793619,0.3291473388671875,3.1525455525751203
"{'osm_id': 430755074, 'osm_type': 'yes'}",cuddalore_bld_000103,4,4,100.0,-4.47072696685791,-2.307105541229248,2.163621425628662,2.000145673751831,1.3355248928519847,-14.926458358764648,-11.351444244384766,3.575014591217041,3.578596591949463,1.552948440264986
"{'osm_id': 430755075, 'osm_type': 'yes'}",cuddalore_bld_000104,4,4,100.0,-7.840653419494629,-6.382118225097656,1.458535075187683,1.6480801105499268,2.1981097668838485,-12.559745788574219,-11.62474250793457,0.9350039958953857,0.40125513076782227,4.061496123332769
"{'osm_id': 430755076, 'osm_type': 'yes'}",cuddalore_bld_000105,3,3,100.0,-6.001184463500977,-3.986628214518229,2.014556090037028,3.2167534828186035,2.0831467455665935,-11.796746571858725,-10.969175974527994,0.827570915222168,0.8760204315185547,0.9529336035198259
"{'osm_id': 430755077, 'osm_type': 'yes'}",cuddalore_bld_000106,3,3,100.0,0.32178958257039386,-0.8185228506724039,-1.1403122742970784,-2.4648046493530273,3.5806290241377505,-13.403170267740885,-12.779304504394531,0.6238667170206705,1.3740081787109375,1.323174516600473
"{'osm_id': 430755153, 'osm_type': 'yes'}",cuddalore_bld_000107,5,5,100.0,-6.976016235351563,-3.5259307861328124,3.4500850677490233,4.011048316955566,3.448222422184698,-12.59221954345703,-12.3036376953125,0.28858203887939454,1.1965789794921875,1.8204810661468707
"{'osm_id': 430755154, 'osm_type': 'yes'}",cuddalore_bld_000108,2,2,100.0,-3.3788442611694336,-0.8116744160652161,2.567169666290283,2.567169666290283,0.17372500896457949,-10.689722061157227,-11.53923225402832,-0.849510669708252,-0.849510669708252,1.029003620147705
"{'osm_id': 430755155, 'osm_type': 'yes'}",cuddalore_bld_000109,4,4,100.0,4.018924236297607,5.8094305992126465,1.7905066013336182,2.3274729251861572,3.6293584185590326,-16.491331100463867,-15.242851257324219,1.2484791278839111,0.31487274169921875,2.7257368154490482
"{'osm_id': 430755156, 'osm_type': 'yes'}",cuddalore_bld_000110,2,2,100.0,-6.0996246337890625,-4.921907901763916,1.1777164936065674,1.1777164936065674,2.833331823348999,-12.521395683288574,-10.990510940551758,1.5308847427368164,1.5308847427368164,3.1090869903564453
"{'osm_id': 430755157, 'osm_type': 'yes'}",cuddalore_bld_000111,4,4,100.0,-3.2475011348724365,-5.3437395095825195,-2.096238136291504,-2.124058961868286,0.20182782059221283,-13.88686752319336,-14.412866592407227,-0.5259990692138672,-0.49781084060668945,3.662309136642988
"{'osm_id': 440855936, 'osm_type': 'school'}",cuddalore_bld_000112,12,12,100.0,-4.392085075378418,-2.432135899861654,1.9599494934082031,2.200483798980713,2.6460926888153105,-13.5242067972819,-12.146348317464193,1.3778581619262695,0.4556856155395508,3.0137504770399457
"{'osm_id': 440855996, 'osm_type': 'yes'}",cuddalore_bld_000113,7,7,100.0,-1.356156485421317,-4.441439764840262,-3.0852835518973216,-2.2300195693969727,1.7313793308399805,-13.240530831473214,-12.69411141531808,0.5464196886335101,0.605133056640625,1.22029651020078
"{'osm_id': 440856155, 'osm_type': 'school'}",cuddalore_bld_000114,19,19,100.0,-6.67034229479338,-4.0708361173930925,2.599506980494449,2.4487643241882324,2.8550060924974603,-15.99590421977796,-13.195139834755345,2.800764385022615,2.9673376083374023,2.456201165398482
"{'osm_id': 440857428, 'osm_type': 'yes'}",cuddalore_bld_000115,17,17,100.0,-9.546781652113971,-4.539232590619256,5.007549510282629,3.4104042053222656,4.167152457212291,-16.6200346105239,-13.297639734604779,3.3223957734949447,3.6153602600097656,2.465149047396471
"{'osm_id': 440857696, 'osm_type': 'school'}",cuddalore_bld_000116,19,19,100.0,-7.82016312448602,-6.241359911466899,1.578804417660362,1.6403388977050781,4.621922460633822,-16.5475785104852,-16.752402857730264,-0.20482570246646278,0.6825962066650391,3.4256392874143087
"{'osm_id': 473808828, 'osm_type': 'yes'}",cuddalore_bld_000117,17,17,100.0,-5.8929883171530335,-5.033365586224725,0.8596234041101792,0.7701296806335449,1.9775292973527567,-13.998955221737132,-11.994994219611673,2.003960777731503,1.751093864440918,2.4983190501360792
"{'osm_id': 474802312, 'osm_type': 'yes'}",cuddalore_bld_000118,6,6,100.0,-9.432362874348959,-5.190457026163737,4.241905530293782,4.469167709350586,3.057486526651963,-17.47931416829427,-11.971605936686197,5.507707595825195,8.033535957336426,5.2234076079239795
"{'osm_id': 474802313, 'osm_type': 'yes'}",cuddalore_bld_000119,10,10,100.0,-2.633932113647461,-0.9287914276123047,1.7051404953002929,0.6740570664405823,3.2164540669046717,-17.472161865234376,-13.31702880859375,4.155131149291992,4.455963134765625,4.283116762878962
"{'osm_id': 474802325, 'osm_type': 'yes'}",cuddalore_bld_000120,10,10,100.0,-5.81598129272461,-6.4122459411621096,-0.596264123916626,-1.6592364311218262,2.3048842171823374,-13.322158813476562,-11.20209197998047,2.1200672149658204,1.5505461692810059,1.3841580069486228
"{'osm_id': 474802326, 'osm_type': 'yes'}",cuddalore_bld_000121,9,9,100.0,-7.554320441351996,-4.806898328993055,2.747422536214193,4.200712203979492,2.8551147393030654,-13.535670810275608,-14.639258490668404,-1.1035889519585504,-2.170736312866211,2.6718149116099945
"{'osm_id': 474802327, 'osm_type': 'yes'}",cuddalore_bld_000122,9,9,100.0,-8.848246256510416,-6.818578932020399,2.0296673244900174,2.715212821960449,3.6542121415343334,-14.842926025390625,-15.025019327799479,-0.18209467993842232,-0.9794149398803711,3.1318672808176924
"{'osm_id': 474802328, 'osm_type': 'yes'}",cuddalore_bld_000123,6,6,100.0,-5.932075500488281,-4.549691518147786,1.3823839823404949,1.8775255680084229,1.6231391742632866,-11.047882080078125,-13.286028544108072,-2.2381461461385093,-1.9053559303283691,3.5148682887546627
"{'osm_id': 474802329, 'osm_type': 'yes'}",cuddalore_bld_000124,9,9,100.0,-5.864519755045573,-1.2087133195665147,4.655806223551433,4.128291130065918,2.966643289540748,-16.34286159939236,-15.321097479926216,1.0217636956108942,0.3812294006347656,1.3347608540889373
